CustomerID,Age,Gender,MaritalStatus,NumDependents,EmploymentStatus,AnnualIncome,ExistingLoans,LoanAmount,CreditScore,TenureWithBank,AccountBalance,RequestedCreditLine,Decision
707,23,M,Single,2,Retired,63949,Yes,37038,580,25,47322,7475,Yes
708,48,F,Single,2,Employed,57405,Yes,22403,514,15,37306,32555,Yes
709,36,M,Single,3,Employed,54872,No,42674,719,9,18608,19158,No
710,61,F,Widowed,0,Retired,62215,Yes,29122,400,19,39139,15728,Yes
711,56,F,Single,0,Unemployed,43185,Yes,16940,820,20,1726,45774,No
712,44,M,Divorced,1,Employed,63442,No,29831,608,8,26582,30545,Yes
713,27,F,Widowed,0,Self-Employed,143263,Yes,11279,809,25,5791,32100,Yes
714,43,F,Married,2,Unemployed,71759,Yes,38220,362,19,8458,17150,No
715,36,F,Married,2,Unemployed,61153,Yes,6477,525,5,17221,34214,Yes
716,56,F,Divorced,2,Retired,97535,Yes,17400,404,11,48506,33876,No
717,20,M,Divorced,1,Retired,122023,No,6470,724,15,20968,4239,No
718,62,M,Widowed,2,Self-Employed,22581,No,2062,554,8,17070,39699,No
719,30,F,Married,0,Employed,71717,Yes,41798,728,19,27937,37821,Yes
720,67,M,Married,3,Retired,22763,No,19880,733,23,49508,31615,Yes
721,45,M,Married,3,Retired,112910,No,34581,506,27,41831,14746,Yes
722,37,M,Married,4,Unemployed,75480,Yes,44439,327,8,42933,21921,Yes
723,45,M,Married,0,Retired,58759,No,14308,635,26,47307,23745,No
724,25,M,Single,2,Retired,96067,Yes,26027,368,27,48340,2245,Yes
725,58,F,Divorced,3,Retired,138094,No,30720,812,19,37415,47607,Yes
726,56,M,Single,0,Retired,45307,No,35081,466,18,42770,25853,No
727,18,M,Married,3,Unemployed,116371,No,9706,667,10,20802,28632,No
728,20,M,Widowed,2,Self-Employed,31064,Yes,9837,550,29,43601,13856,Yes
729,30,M,Widowed,3,Self-Employed,96848,No,38599,469,7,10420,6105,No
730,45,F,Married,4,Employed,57548,Yes,36824,389,28,6642,36690,No
731,66,F,Married,4,Retired,56945,Yes,33073,745,9,19775,3513,No
732,42,F,Widowed,3,Unemployed,67937,No,47115,593,1,28754,3801,No
733,50,F,Single,0,Employed,26476,Yes,32088,449,19,43310,33345,No
734,55,M,Single,0,Employed,71756,No,28112,431,5,4357,14895,Yes
735,23,F,Married,0,Self-Employed,110101,Yes,26299,732,19,21263,40749,Yes
736,61,M,Single,3,Unemployed,22382,Yes,34457,358,1,48367,9221,Yes
737,62,M,Widowed,0,Unemployed,69683,No,30063,498,15,13201,7038,Yes
738,49,M,Single,2,Unemployed,107999,No,3917,514,16,2739,33031,Yes
739,62,M,Married,4,Self-Employed,65276,No,2936,771,23,13231,16082,Yes
740,64,M,Widowed,2,Self-Employed,53402,No,36630,546,7,42278,15648,Yes
741,38,F,Single,0,Self-Employed,111881,Yes,14506,681,26,42495,1364,No
742,33,F,Divorced,2,Self-Employed,130300,Yes,28805,538,12,21168,35568,Yes
743,38,F,Widowed,0,Self-Employed,46946,Yes,14318,666,8,32624,15110,Yes
744,28,F,Widowed,3,Retired,99698,No,48068,467,5,10635,6958,Yes
745,54,M,Divorced,2,Retired,134690,Yes,26026,350,10,9964,10096,No
746,53,F,Divorced,3,Unemployed,132309,No,27672,679,28,27785,8436,Yes
747,52,M,Widowed,3,Employed,93933,Yes,38417,773,21,29510,22177,Yes
748,36,F,Divorced,1,Unemployed,42335,No,27281,379,5,17261,27754,No
749,37,M,Married,0,Employed,65095,Yes,48442,666,17,19254,25544,Yes
750,35,M,Married,4,Self-Employed,99930,Yes,28091,760,26,11392,13638,Yes
751,64,F,Married,0,Employed,149974,No,38328,838,5,12336,1179,No
752,58,M,Widowed,4,Unemployed,47197,Yes,48219,751,22,11939,4873,Yes
753,66,M,Divorced,0,Unemployed,147619,No,18610,763,15,27412,18570,No
754,31,F,Divorced,3,Employed,42010,Yes,1079,777,13,16676,49223,Yes
755,32,M,Single,2,Retired,44123,Yes,29850,719,28,9843,18157,Yes
756,48,F,Single,2,Self-Employed,107923,No,46751,513,1,45591,46565,Yes
757,18,F,Divorced,1,Self-Employed,22890,No,20590,668,11,25112,5460,No
758,20,F,Divorced,4,Unemployed,113305,Yes,30951,413,23,30598,49084,No
759,33,M,Divorced,4,Retired,129162,Yes,15327,802,1,35454,1352,No
760,40,M,Widowed,4,Employed,140927,Yes,12755,610,11,33001,22586,Yes
761,28,M,Divorced,3,Self-Employed,28026,Yes,7235,768,18,27228,6344,Yes
762,29,F,Single,4,Retired,84925,Yes,17197,343,18,14429,5507,No
763,27,M,Widowed,2,Self-Employed,88842,Yes,21473,714,21,18758,38598,No
764,49,F,Divorced,3,Retired,53665,No,2031,545,26,2272,44988,Yes
765,33,F,Single,0,Retired,29277,No,41282,383,16,17350,33885,Yes
766,25,M,Widowed,4,Unemployed,62239,No,41863,506,13,22538,17865,Yes
767,55,F,Divorced,4,Self-Employed,67664,Yes,14287,450,7,3400,38055,Yes
768,29,M,Divorced,0,Employed,68008,Yes,38679,827,1,15371,28213,No
769,41,M,Divorced,4,Unemployed,34683,Yes,44463,464,26,37310,5477,Yes
770,45,M,Widowed,0,Unemployed,20670,No,32230,444,16,36291,7533,Yes
771,25,M,Single,3,Employed,109211,No,19037,336,1,18147,24396,Yes
772,45,M,Single,2,Unemployed,37889,Yes,27052,632,17,3291,13755,Yes
773,53,F,Married,0,Retired,75612,Yes,3340,702,6,35256,1865,Yes
774,43,F,Divorced,1,Retired,64535,No,40644,713,2,10892,12173,Yes
775,25,F,Married,0,Self-Employed,98542,No,48664,344,17,34326,39097,Yes
776,67,M,Married,4,Self-Employed,74319,No,45203,701,6,37458,34371,No
777,45,M,Single,3,Employed,134072,Yes,1141,505,14,38889,39524,No
778,45,M,Widowed,3,Self-Employed,112067,Yes,25425,361,18,44966,12254,No
779,54,F,Widowed,0,Retired,41639,Yes,19281,719,6,37207,5018,Yes
780,58,M,Single,2,Employed,84712,No,42049,767,10,40288,6192,No
781,53,F,Widowed,1,Employed,36633,No,20425,318,24,25995,3015,Yes
782,44,F,Married,3,Self-Employed,141145,Yes,34806,664,18,5409,43618,Yes
783,34,M,Divorced,4,Retired,54660,Yes,32113,599,27,42438,4380,Yes
784,26,M,Single,4,Employed,88975,No,4270,306,9,44874,29343,Yes
785,50,F,Divorced,2,Retired,52172,Yes,42814,727,8,44702,4770,No
786,37,M,Widowed,3,Retired,79197,No,4683,416,28,29823,6829,Yes
787,30,F,Divorced,0,Retired,121158,No,49646,806,10,7869,35381,Yes
788,45,M,Widowed,4,Self-Employed,78847,Yes,39884,845,17,35724,46915,No
789,65,M,Widowed,2,Unemployed,31577,No,29809,624,23,22401,16545,No
790,46,F,Married,3,Unemployed,97299,Yes,34552,354,29,25958,19263,No
791,30,M,Widowed,3,Employed,40176,No,3786,341,26,10766,39140,Yes
792,63,F,Married,3,Retired,64386,No,21650,596,6,19768,44306,No
793,52,M,Married,3,Self-Employed,83972,Yes,28706,530,14,30794,26675,Yes
794,23,F,Married,3,Retired,140018,No,9190,752,22,26145,26362,Yes
795,35,F,Single,4,Retired,109791,Yes,38196,693,22,10086,1148,No
796,68,M,Single,2,Self-Employed,61003,Yes,39449,821,6,43203,2754,No
797,22,F,Widowed,3,Unemployed,39996,No,39661,657,26,26442,27745,No
798,64,M,Married,1,Retired,120922,Yes,29709,743,7,16412,8378,Yes
799,42,M,Single,1,Retired,106598,Yes,45429,427,12,25596,47359,Yes
800,19,M,Married,2,Unemployed,55931,Yes,14892,704,3,10255,21140,Yes
801,27,F,Divorced,0,Self-Employed,144168,Yes,9643,691,14,42406,10371,Yes
802,47,F,Divorced,0,Employed,55710,Yes,9943,492,22,40524,27999,Yes
803,67,M,Divorced,0,Unemployed,143099,Yes,43240,377,19,23332,13779,Yes
804,62,M,Widowed,1,Employed,54693,No,45760,384,23,44624,32075,No
805,22,F,Married,0,Employed,55740,Yes,21042,329,16,15764,31697,Yes
806,50,M,Divorced,4,Unemployed,97241,No,43894,348,7,27563,10795,No
807,18,M,Single,3,Retired,128944,No,6869,444,8,22139,39460,No
808,35,F,Divorced,1,Employed,113583,Yes,40437,368,18,36370,5218,No
809,49,M,Divorced,2,Employed,96502,No,44306,357,25,5062,38571,No
810,64,F,Divorced,2,Self-Employed,37374,No,42833,778,13,44645,12672,No
811,66,M,Widowed,3,Retired,96674,Yes,20918,744,21,7244,32042,Yes
812,28,F,Single,1,Employed,136500,Yes,28379,595,9,6372,36950,Yes
813,38,M,Married,0,Self-Employed,101471,Yes,42939,470,10,39873,12009,Yes
814,43,M,Single,0,Retired,65913,No,25274,446,21,19965,48096,Yes
815,42,F,Married,4,Unemployed,143683,No,17696,783,23,44997,20544,No
816,39,M,Widowed,4,Unemployed,86025,Yes,2962,605,27,16956,30381,No
817,44,F,Widowed,0,Self-Employed,64516,Yes,13851,745,9,40473,26287,No
818,66,M,Widowed,2,Unemployed,107796,No,45747,520,15,13894,3586,Yes
819,30,F,Widowed,2,Employed,46069,No,5296,677,20,45048,3648,Yes
820,50,F,Married,4,Retired,138333,No,14745,565,2,33382,41081,Yes
821,51,F,Divorced,3,Employed,76233,No,5730,394,25,4050,19101,Yes
822,58,F,Married,0,Employed,104811,Yes,13921,561,13,16709,46312,No
823,52,M,Single,4,Unemployed,79049,No,32894,370,2,15722,22692,No
824,18,M,Widowed,4,Employed,121820,No,5602,518,19,15210,8407,Yes
825,38,F,Widowed,0,Unemployed,138028,No,17575,832,26,49510,18254,Yes
826,65,F,Single,0,Retired,59178,No,19023,391,2,36545,16234,No
827,23,F,Married,2,Retired,52821,Yes,45349,426,3,38674,23211,No
828,45,M,Divorced,3,Employed,71727,Yes,15997,379,6,34489,30480,No
829,34,M,Divorced,3,Self-Employed,80935,No,17750,537,3,17733,48780,No
830,22,M,Single,0,Unemployed,36999,No,41979,671,10,20080,25846,Yes
831,48,M,Divorced,1,Unemployed,82522,Yes,22837,785,24,36664,43503,No
832,22,F,Married,4,Employed,58712,Yes,14997,324,27,39709,47193,No
833,55,F,Married,4,Unemployed,84551,No,39439,455,6,46232,49466,No
834,20,F,Single,0,Unemployed,60172,No,23067,816,23,38014,16321,No
835,40,M,Married,1,Self-Employed,53722,Yes,45039,829,16,41152,13646,Yes
836,54,M,Widowed,2,Self-Employed,30625,Yes,20923,356,17,27250,23117,Yes
837,54,M,Single,0,Employed,87165,Yes,8876,318,19,20229,5893,Yes
838,27,F,Married,0,Self-Employed,96509,Yes,2887,683,3,48137,10476,Yes
839,27,F,Single,4,Employed,26859,Yes,42422,492,18,16475,18270,Yes
840,36,M,Divorced,0,Retired,61609,Yes,36854,536,7,46412,22702,Yes
841,34,F,Married,0,Employed,63307,No,36948,686,9,43876,5382,No
842,38,M,Widowed,0,Retired,130986,Yes,2841,725,20,29011,2785,No
843,31,M,Married,4,Employed,121582,Yes,28756,576,12,8128,46798,No
844,26,F,Single,2,Unemployed,41839,Yes,6040,526,5,32450,12735,No
845,63,M,Single,2,Self-Employed,47216,Yes,10304,622,3,18897,31177,Yes
846,18,F,Married,0,Retired,72953,No,30341,452,11,8168,31712,No
847,68,M,Widowed,4,Employed,104481,No,4758,536,25,6861,17679,Yes
848,62,F,Widowed,2,Self-Employed,80593,Yes,17010,354,4,41758,44013,No
849,30,F,Widowed,2,Employed,92075,No,31658,735,5,13750,36365,No
850,21,F,Single,2,Self-Employed,69522,No,49002,408,1,16988,18064,No
851,18,M,Married,4,Self-Employed,119161,No,37782,483,27,2979,31563,Yes
852,66,M,Divorced,4,Employed,24886,No,1375,667,28,23524,34092,No
853,57,F,Single,0,Retired,131249,No,33949,497,29,7065,48928,Yes
854,49,F,Widowed,3,Retired,27485,No,22092,670,18,37684,27867,Yes
855,51,M,Married,2,Unemployed,51455,Yes,490,672,12,23184,46382,No
856,45,M,Widowed,3,Self-Employed,131984,Yes,3729,796,13,33365,34754,Yes
857,48,M,Divorced,4,Unemployed,36767,Yes,5974,500,9,23704,20502,Yes
858,25,F,Widowed,4,Unemployed,132701,Yes,19680,808,2,5622,1760,No
859,56,M,Widowed,4,Employed,48453,Yes,18324,621,5,18261,25142,No
860,43,M,Divorced,3,Employed,96280,No,31334,574,13,44932,45653,No
861,51,F,Married,4,Employed,122638,Yes,21398,510,16,28419,42996,No
862,20,M,Single,0,Self-Employed,73442,Yes,34650,803,16,34467,18290,No
863,67,M,Married,4,Employed,71877,No,21292,417,24,25605,6499,No
864,29,M,Divorced,1,Employed,32226,No,35755,341,3,29171,1364,Yes
865,18,F,Widowed,3,Self-Employed,113405,Yes,38353,614,22,22164,20797,No
866,61,F,Married,1,Self-Employed,42588,No,3159,628,4,49868,41795,No
867,22,F,Single,4,Retired,98976,No,32626,316,11,46197,33535,Yes
868,47,F,Divorced,0,Employed,51709,No,29351,582,23,13796,47300,No
869,47,F,Married,2,Employed,67788,No,37298,557,26,36854,48176,Yes
870,34,F,Single,4,Employed,108031,Yes,17065,318,14,31320,17105,No
871,65,F,Divorced,0,Retired,57019,No,21638,828,29,665,8939,No
872,64,M,Single,3,Employed,64948,Yes,1073,722,3,32694,14936,Yes
873,40,M,Divorced,1,Retired,85133,Yes,46511,765,16,24230,43029,No
874,32,F,Widowed,1,Unemployed,134444,No,18771,672,22,22995,16863,Yes
875,54,M,Married,1,Retired,86458,No,35461,380,15,26784,13561,No
876,38,M,Single,3,Unemployed,137603,No,42330,847,28,14605,11447,No
877,31,F,Divorced,0,Employed,47526,Yes,29320,723,10,17463,31624,Yes
878,19,M,Single,3,Unemployed,93493,No,4340,728,9,8419,47940,No
879,28,M,Single,1,Retired,148585,No,34924,687,11,47952,45646,No
880,68,M,Married,4,Self-Employed,72198,No,16184,503,16,33837,13411,Yes
881,56,M,Widowed,2,Unemployed,134100,No,40734,495,10,5263,20465,No
882,55,M,Single,3,Unemployed,143854,No,2580,584,17,48877,39216,Yes
883,51,F,Divorced,3,Employed,119534,Yes,40025,495,19,40719,20642,No
884,55,F,Divorced,0,Retired,63395,No,28967,606,2,45687,32262,Yes
885,67,F,Widowed,0,Unemployed,44031,No,2159,313,24,34131,31363,No
886,51,M,Divorced,3,Unemployed,95542,No,48940,445,23,37276,3107,Yes
887,35,F,Widowed,1,Unemployed,145814,Yes,13900,356,2,34523,8928,Yes
888,47,M,Divorced,2,Unemployed,57701,No,11440,509,6,519,49002,No
889,32,M,Married,0,Self-Employed,132599,Yes,14678,828,19,31106,20317,No
890,44,M,Single,1,Retired,45939,Yes,47204,643,8,44504,26017,Yes
891,68,M,Married,4,Employed,69145,No,12021,578,26,10514,14528,No
892,51,F,Single,0,Employed,40324,No,6772,508,29,47456,14313,Yes
893,69,F,Single,1,Self-Employed,42867,No,1627,634,3,7233,2559,No
894,55,M,Single,1,Retired,20203,Yes,44432,587,26,1102,16167,No
895,50,F,Married,2,Unemployed,36544,Yes,8219,551,14,597,16343,Yes
896,41,M,Single,2,Self-Employed,35899,Yes,23464,564,25,46715,39598,Yes
897,32,F,Married,4,Retired,49063,Yes,30232,570,16,19657,8523,No
898,47,F,Widowed,1,Unemployed,110880,Yes,42481,718,1,45009,29439,No
899,59,M,Divorced,1,Self-Employed,23748,Yes,8488,510,21,38549,16524,No
900,68,F,Divorced,2,Retired,125022,No,34949,664,3,43565,14285,No
901,34,M,Single,0,Employed,137269,No,44362,375,22,6256,11973,No
902,22,F,Married,0,Employed,86629,Yes,39932,620,26,43148,23694,Yes
903,46,M,Divorced,3,Retired,100764,No,18981,732,18,29401,36774,No
904,21,M,Married,2,Employed,40884,No,901,408,9,41548,5302,No
905,27,F,Married,3,Retired,45183,Yes,22444,821,6,6554,23391,Yes
906,34,F,Single,2,Unemployed,101570,Yes,42058,346,23,12664,5611,Yes
907,27,M,Divorced,4,Retired,91246,No,18061,678,21,42367,10372,Yes
908,34,F,Single,1,Unemployed,128036,Yes,2881,395,25,48279,25312,No
909,37,F,Single,4,Self-Employed,39259,Yes,29863,402,1,24386,15080,Yes
910,41,M,Divorced,2,Retired,55959,No,45826,445,21,4846,16082,Yes
911,22,M,Divorced,1,Self-Employed,136525,Yes,5622,326,27,26205,48409,Yes
912,51,F,Widowed,0,Employed,53457,No,1378,829,10,25570,43861,Yes
913,23,M,Widowed,0,Unemployed,105679,No,17632,381,27,30255,31677,No
914,19,M,Married,3,Retired,145829,No,28311,727,6,21182,21874,No
915,30,M,Divorced,2,Self-Employed,148216,No,5650,778,23,39373,9378,No
916,60,F,Widowed,2,Unemployed,22103,No,45201,461,12,43019,2597,Yes
917,60,F,Married,0,Unemployed,85901,Yes,42224,701,4,16043,12600,Yes
918,65,M,Married,4,Employed,132314,Yes,7036,807,28,45532,4747,Yes
919,28,F,Married,1,Employed,64535,Yes,39255,337,13,35754,14879,Yes
920,68,M,Widowed,4,Unemployed,36103,Yes,22499,810,17,400,14017,Yes
921,64,F,Divorced,4,Unemployed,118046,No,37016,692,27,19239,25815,Yes
922,40,M,Single,0,Retired,110012,No,4603,793,8,10416,19964,No
923,33,M,Married,0,Unemployed,98278,Yes,27773,499,26,3412,29812,No
924,48,F,Widowed,0,Retired,32391,No,19937,554,20,16440,41200,Yes
925,28,M,Widowed,3,Unemployed,122476,Yes,12632,478,3,24406,25714,No
926,33,F,Single,4,Employed,48901,Yes,30607,846,12,1875,19890,Yes
927,25,F,Single,2,Retired,140721,Yes,26337,688,7,37066,5725,Yes
928,21,M,Widowed,1,Self-Employed,117537,No,220,697,12,36536,44205,No
929,57,M,Divorced,3,Employed,101159,No,46994,457,2,5752,21684,Yes
930,21,F,Single,2,Retired,87914,No,4818,303,24,21217,27325,No
931,42,M,Widowed,4,Retired,70357,No,7349,466,14,12489,33542,Yes
932,20,M,Single,0,Self-Employed,106908,Yes,5618,767,22,1353,47037,Yes
933,49,M,Divorced,4,Retired,130335,No,27464,708,23,26986,14092,No
934,20,M,Married,1,Unemployed,58437,No,42624,711,5,21371,31382,Yes
935,44,M,Single,3,Self-Employed,55503,No,37344,503,9,39365,40770,Yes
936,46,F,Divorced,3,Employed,116282,Yes,18255,493,21,14691,26457,Yes
937,49,F,Widowed,1,Employed,113459,Yes,24299,534,11,4311,7131,No
938,67,M,Single,2,Unemployed,95403,No,47975,449,5,48075,47029,Yes
939,68,M,Single,2,Employed,61258,No,1462,458,3,10794,26215,Yes
940,36,M,Widowed,3,Retired,53724,No,15905,578,27,2934,13612,Yes
941,38,F,Married,3,Retired,84286,No,24920,703,17,16406,38305,No
942,22,M,Widowed,0,Unemployed,94842,Yes,16252,610,2,10394,14091,No
943,35,F,Single,2,Employed,124927,No,41004,367,24,26872,36103,No
944,45,F,Widowed,1,Employed,34908,No,40581,762,1,41708,38089,No
945,59,F,Divorced,2,Unemployed,112617,No,34836,387,7,49956,30759,No
946,39,M,Widowed,0,Self-Employed,70626,Yes,5753,516,14,41093,47022,Yes
947,38,F,Single,3,Employed,57228,Yes,40005,300,5,20800,1559,No
948,23,M,Widowed,3,Self-Employed,43386,No,14175,434,19,43397,1713,No
949,18,F,Married,0,Employed,66754,No,6191,650,28,37909,38361,Yes
950,22,M,Widowed,1,Employed,130942,No,17898,439,28,21352,16184,No
951,58,F,Married,3,Employed,48302,No,18982,432,11,36439,16261,Yes
952,29,M,Divorced,4,Employed,80815,No,14622,477,23,28312,21372,No
953,43,F,Married,3,Retired,141084,Yes,1001,657,25,40060,33140,Yes
954,63,M,Widowed,4,Self-Employed,104748,Yes,47645,679,2,15438,34024,Yes
955,51,M,Single,0,Self-Employed,83344,Yes,43000,749,8,23385,48342,No
956,66,M,Married,0,Employed,55618,No,23283,762,9,44999,33544,No
957,31,M,Divorced,3,Employed,131603,Yes,21435,407,27,18482,1037,Yes
958,43,F,Married,2,Self-Employed,96234,Yes,27223,421,3,32471,44032,Yes
959,62,F,Married,4,Retired,81114,Yes,37244,316,2,47279,13697,Yes
960,44,M,Married,1,Unemployed,137652,No,30024,495,7,43877,42420,Yes
961,26,F,Divorced,3,Unemployed,90130,No,49630,626,5,41212,49698,Yes
962,43,M,Widowed,1,Self-Employed,45525,Yes,30734,617,21,48373,32707,Yes
963,64,M,Married,3,Employed,99818,No,515,778,26,13026,27016,Yes
964,39,F,Married,2,Employed,134589,Yes,45246,551,5,42089,35600,No
965,64,M,Single,2,Retired,34334,Yes,1191,802,20,19648,49285,Yes
966,47,M,Divorced,2,Unemployed,114715,Yes,32264,418,13,5435,24984,No
967,60,F,Married,2,Retired,82767,Yes,43628,797,21,8493,6167,No
968,65,M,Divorced,0,Unemployed,26644,No,46216,785,29,6691,1432,Yes
969,34,M,Married,0,Self-Employed,121154,No,6297,344,20,2763,5151,Yes
970,43,M,Widowed,4,Unemployed,133237,No,27856,613,29,20389,48680,No
971,53,M,Widowed,1,Retired,52933,No,49423,478,6,31498,7411,Yes
972,18,F,Married,3,Retired,146366,Yes,8334,717,20,36009,31788,Yes
973,25,F,Widowed,3,Retired,63469,No,24162,377,18,35825,27623,No
974,66,F,Married,0,Self-Employed,53687,Yes,6008,625,25,16934,23104,No
975,52,M,Widowed,3,Unemployed,126609,No,7987,656,2,5574,1256,No
976,69,M,Single,0,Unemployed,72656,No,30966,715,25,38179,34439,Yes
977,32,F,Single,4,Retired,37375,No,3332,814,26,1587,34257,Yes
978,64,M,Single,1,Unemployed,134019,Yes,787,513,6,42782,40657,No
979,39,M,Divorced,4,Employed,140735,Yes,38990,373,9,38688,45674,Yes
980,31,M,Divorced,2,Employed,85206,Yes,9873,808,25,11688,19066,No
981,43,M,Single,2,Employed,116462,Yes,17006,631,3,4409,46371,Yes
982,45,F,Divorced,2,Unemployed,56607,No,20225,392,1,5783,33746,No
983,40,F,Widowed,4,Self-Employed,103178,Yes,36444,818,1,33480,3460,Yes
984,31,F,Married,3,Self-Employed,43993,Yes,35340,568,19,26751,38297,No
985,41,M,Married,1,Self-Employed,64386,No,39683,675,5,38174,35743,Yes
986,19,F,Married,2,Self-Employed,143394,No,5033,303,13,12041,4216,Yes
987,62,F,Single,2,Employed,66287,Yes,7788,437,19,23227,15267,No
988,43,M,Divorced,2,Employed,106724,No,15689,530,12,35201,10581,Yes
989,31,M,Widowed,1,Retired,118132,Yes,44220,828,16,36069,5515,Yes
990,68,F,Widowed,2,Unemployed,113308,No,21598,351,25,16654,23076,No
991,24,F,Single,1,Unemployed,116393,Yes,37480,624,25,26370,45816,Yes
992,20,F,Widowed,2,Self-Employed,147314,Yes,29703,576,19,29482,10776,Yes
993,64,F,Widowed,4,Employed,96312,Yes,66,835,3,11586,22947,Yes
994,40,M,Widowed,4,Self-Employed,118371,Yes,48623,785,12,5322,3963,No
995,63,F,Widowed,1,Retired,95324,Yes,45246,815,5,13932,7786,No
996,60,F,Divorced,4,Unemployed,91196,No,7533,451,2,29299,14866,No
997,64,M,Widowed,1,Unemployed,90014,Yes,15103,782,22,25179,39968,No
998,62,F,Married,4,Self-Employed,28210,Yes,4616,558,7,5257,33305,No
999,35,M,Single,4,Retired,30922,Yes,46045,623,13,46501,18360,Yes
1000,55,M,Divorced,1,Unemployed,56289,Yes,38498,467,25,46136,41113,Yes
1001,54,F,Single,2,Retired,41821,Yes,23586,558,4,15812,38103,No
1002,58,F,Divorced,0,Unemployed,41789,Yes,42667,370,22,51932,28630,No
1003,25,F,Divorced,3,Self-Employed,20477,Yes,29738,537,12,31019,22793,No
1004,63,F,Divorced,0,Unemployed,22918,Yes,44896,757,28,5283,2133,No
1005,39,F,Single,4,Retired,32805,No,46535,629,8,47724,17043,No
1006,46,F,Divorced,4,Retired,125081,No,4435,572,15,26100,35929,No
1007,26,F,Single,3,Employed,108286,No,19037,316,-3,16827,24631,No
1008,43,F,Single,2,Retired,36626,Yes,5649,569,5,7664,48303,No
1009,19,F,Single,3,Unemployed,89485,No,3682,685,7,7233,47706,No
1010,32,F,Single,2,Unemployed,46421,No,1591,429,24,23244,21872,No
1011,33,F,Single,0,Self-Employed,37431,Yes,35529,862,7,4465,30244,No
1012,15,F,Widowed,2,Employed,97267,Yes,5450,455,11,6513,4075,No
1013,14,F,Single,2,Unemployed,92159,Yes,4064,710,12,8507,46219,No
1014,29,F,Widowed,2,Self-Employed,92227,Yes,20905,666,18,20776,39161,No
1015,53,F,Married,3,Self-Employed,103894,Yes,29823,747,10,25360,2607,No
1016,44,F,Divorced,3,Retired,101925,No,17102,736,22,27683,38508,No
1017,62,F,Single,1,Employed,64851,Yes,13955,767,18,8852,23916,No
1018,27,F,Single,3,Unemployed,20216,No,21474,806,22,18162,45745,No
1019,25,F,Single,2,Self-Employed,84129,No,29695,427,12,46402,69,No
1020,52,F,Divorced,1,Unemployed,59351,No,38856,480,28,48158,40912,No
1021,65,F,Married,1,Employed,88133,No,36490,835,8,25979,33928,No
1022,44,F,Single,1,Unemployed,65464,Yes,21579,835,13,35184,18471,No
1023,69,F,Married,1,Retired,66143,Yes,12363,499,4,18709,32398,No
1024,41,F,Married,2,Unemployed,139914,Yes,31728,517,2,41942,43882,No
1025,29,F,Single,2,Employed,112271,No,43425,731,12,434,19328,No
1026,37,F,Single,4,Retired,113685,Yes,6088,798,4,1267,19157,No
1027,40,F,Married,1,Retired,54185,No,12443,672,21,49493,25538,No
1028,51,F,Single,1,Employed,92033,Yes,9724,270,22,17286,5545,No
1029,15,F,Widowed,3,Self-Employed,67124,Yes,35783,313,3,36081,21454,No
1030,45,F,Single,0,Self-Employed,134102,No,1,440,21,27778,46438,No
1031,50,F,Single,0,Self-Employed,85059,No,44288,795,9,21781,47483,No
1032,20,F,Married,3,Retired,81515,No,7080,402,6,40829,34780,No
1033,35,F,Widowed,0,Employed,54627,Yes,48229,680,4,43359,6400,No
1034,56,F,Married,2,Unemployed,102439,Yes,39007,525,20,1474,29762,No
1035,52,F,Divorced,3,Unemployed,100887,Yes,42345,382,9,27847,12595,No
1036,43,F,Married,3,Self-Employed,133272,No,26338,472,5,27787,47753,No
1037,42,F,Widowed,4,Employed,148172,No,33839,698,15,2980,23800,No
1038,21,F,Married,3,Retired,39125,Yes,40868,779,28,12691,39444,No
1039,38,F,Divorced,3,Employed,92686,No,31619,601,12,45021,44931,No
1040,29,F,Divorced,3,Self-Employed,125538,Yes,18590,487,15,45522,24481,No
1041,52,F,Married,2,Unemployed,21635,No,19791,485,0,38621,37551,No
1042,44,F,Single,2,Self-Employed,51140,No,37597,503,13,40397,39062,No
1043,63,F,Married,4,Employed,132560,No,7327,768,23,42931,4250,No
1044,43,F,Single,0,Unemployed,101410,Yes,18100,276,21,15918,17425,No
1045,22,F,Single,5,Employed,85740,Yes,5346,341,4,43734,28424,No
1046,65,F,Married,1,Retired,58417,Yes,11964,501,10,21351,32291,No
1047,35,F,Single,1,Retired,110160,Yes,5401,796,3,8853,19992,No
1048,41,F,Widowed,3,Unemployed,118329,Yes,20901,679,17,39400,6972,No
1049,58,F,Married,1,Employed,104733,Yes,42719,434,20,22437,1145,No
1050,34,F,Divorced,5,Employed,137782,Yes,37474,414,8,40700,44653,No
1051,65,F,Widowed,4,Retired,31973,No,19282,591,19,12418,25169,No
1052,51,F,Widowed,2,Employed,122723,Yes,40551,535,12,32802,32095,No
1053,22,F,Widowed,3,Self-Employed,46833,No,14760,424,22,45296,2947,No
1054,52,F,Married,3,Employed,72295,Yes,26522,841,23,28244,9889,No
1055,54,F,Widowed,3,Unemployed,62702,No,25887,470,6,43638,10340,No
1056,54,F,Divorced,3,Unemployed,42105,No,40026,859,5,42134,35799,No
1057,55,F,Single,0,Employed,72052,Yes,26287,461,6,2117,16027,No
1058,38,F,Single,3,Self-Employed,80575,Yes,45639,625,0,18587,16504,No
1059,41,F,Single,2,Unemployed,102021,No,1121,830,23,40353,45099,No
1060,38,F,Married,1,Self-Employed,123335,No,7968,357,15,2186,3679,No
